,Diện tích,Số tầng,Đường vào,Loại đường vào,loai_duong_null_flag,duong_vao_null_flag,hem_xe_hoi,gan_cho_sieu_thi,gan_truong_hoc,gan_benh_vien,gan_cong_vien_ho_nuoc,Tổng số phòng,Pháp lý_Sổ đỏ,Pháp lý_không có,Nội thất_Cơ bản,Nội thất_Trống / Nhà thô,Nội thất_Đầy đủ,Quận_encoded
2198,61.0,4,6.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2199,582.0,5,,3.0,0,1,1,0,0,0,1,7,0.0,0.0,0.0,1.0,0.0,24.61294356994541
2200,58.0,4,5.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2201,60.0,2,5.0,0.0,1,0,1,1,0,0,0,4,0.0,0.0,0.0,1.0,0.0,11.23594537682606
2202,51.0,2,,2.0,0,1,1,0,0,1,0,5,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2203,23.0,2,,3.0,0,1,1,0,1,0,0,4,0.0,0.0,1.0,0.0,0.0,8.442832785570205
2204,112.0,4,,3.0,0,1,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2205,126.0,2,10.0,0.0,1,0,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2206,25.0,2,3.0,0.0,1,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2207,51.0,4,,0.0,1,1,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,14.456084927947083
2208,48.0,4,8.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,11.23594537682606
2209,76.0,4,4.0,3.0,0,0,1,0,0,0,0,15,0.0,0.0,0.0,0.0,1.0,44.69026545333514
2210,43.0,3,3.0,3.0,0,0,1,1,0,0,0,12,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2211,60.0,5,6.0,3.0,0,0,0,0,0,1,0,11,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2212,90.0,2,12.0,3.0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2213,60.0,4,8.0,2.0,0,0,1,1,0,0,0,7,0.0,0.0,0.0,0.0,1.0,12.664127058271283
2214,90.0,4,6.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2215,76.0,1,10.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,9.226974492834636
2216,134.0,2,,3.0,0,1,0,1,0,0,0,5,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2217,64.0,3,,3.0,0,1,1,1,1,1,1,5,0.0,0.0,0.0,1.0,0.0,8.442832785570205
2218,35.0,2,,3.0,0,1,1,0,0,0,0,4,1.0,0.0,0.0,1.0,0.0,18.781854189609117
2219,135.0,1,6.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,15.25688957809374
2220,90.0,4,10.0,0.0,1,0,1,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2221,92.0,4,10.0,2.0,0,0,1,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2222,59.0,3,4.0,3.0,0,0,1,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,9.226974492834636
2223,240.0,2,12.0,3.0,0,0,0,0,1,1,0,9,0.0,0.0,0.0,1.0,0.0,11.23594537682606
2224,26.0,3,,0.0,1,1,0,0,0,0,0,6,0.0,0.0,1.0,0.0,0.0,17.640442397803668
2225,40.0,2,4.0,0.0,1,0,0,1,1,1,0,4,0.0,0.0,0.0,1.0,0.0,11.524548031698988
2226,98.0,5,6.0,2.0,0,0,1,1,1,0,0,11,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2227,80.0,4,8.0,2.0,0,0,1,0,1,0,0,10,0.0,0.0,0.0,0.0,1.0,12.664127058271283
2228,60.0,1,6.0,3.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2229,25.0,2,,2.0,0,1,1,0,0,0,0,3,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2230,355.0,3,8.0,0.0,1,0,0,1,1,1,1,32,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2231,41.0,4,,3.0,0,1,1,0,0,0,1,7,0.0,0.0,0.0,0.0,1.0,11.504108090114467
2232,42.0,4,,3.0,0,1,0,0,0,0,0,5,1.0,0.0,0.0,1.0,0.0,18.781854189609117
2233,48.0,3,,0.0,1,1,0,0,0,0,1,8,0.0,0.0,0.0,0.0,1.0,9.635508099625392
2234,300.0,5,10.0,0.0,1,0,0,0,0,0,0,160,0.0,0.0,0.0,1.0,0.0,11.23594537682606
2235,77.0,4,,3.0,0,1,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,17.074597659317714
2236,55.0,1,4.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,12.664127058271283
2237,59.0,3,5.0,3.0,0,0,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2238,282.0,7,,3.0,0,1,0,0,0,0,0,19,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2239,52.0,4,5.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,24.61294356994541
2240,49.0,2,6.0,3.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2241,77.0,3,,2.0,0,1,1,1,0,0,0,10,0.0,0.0,0.0,1.0,0.0,46.42285954678442
2242,132.0,2,,0.0,1,1,0,0,0,0,0,16,1.0,0.0,0.0,1.0,0.0,24.61294356994541
2243,94.0,2,3.0,3.0,0,0,1,0,1,0,0,5,0.0,0.0,0.0,0.0,1.0,24.61294356994541
2244,57.0,3,,0.0,1,1,0,0,0,0,0,7,0.0,0.0,0.0,0.0,1.0,11.504108090114467
2245,72.0,2,,3.0,0,1,0,0,0,0,0,6,0.0,1.0,0.0,1.0,0.0,11.23594537682606
2246,70.0,2,,2.0,0,1,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2247,90.0,4,10.0,0.0,1,0,0,1,1,0,1,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2248,38.0,2,12.0,3.0,0,0,0,1,0,0,0,4,0.0,0.0,0.0,0.0,1.0,8.300633551777777
2249,121.0,5,10.0,1.0,0,0,1,0,0,0,0,14,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2250,67.0,3,3.0,0.0,1,0,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2251,174.0,3,,3.0,0,1,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2252,84.0,3,8.0,0.0,1,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,12.664127058271283
2253,62.0,4,4.0,3.0,0,0,0,1,0,0,0,14,0.0,0.0,1.0,0.0,0.0,24.61294356994541
2254,80.0,2,,0.0,1,1,1,0,0,0,0,6,0.0,0.0,1.0,0.0,0.0,9.618653544659924
2255,100.0,2,12.0,0.0,1,0,0,0,1,0,0,5,0.0,0.0,1.0,0.0,0.0,13.674404235916532
2256,58.0,5,6.0,0.0,1,0,1,1,1,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2257,30.0,4,4.0,3.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2258,105.0,3,5.0,3.0,0,0,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,17.074597659317714
2259,172.0,2,,2.0,0,1,1,0,0,0,0,17,0.0,0.0,1.0,0.0,0.0,11.504108090114467
2260,100.0,2,6.0,3.0,0,0,0,1,1,0,0,4,0.0,0.0,0.0,0.0,1.0,8.300633551777777
2261,155.0,2,,0.0,1,1,0,1,0,0,0,5,0.0,0.0,0.0,1.0,0.0,8.442832785570205
2262,80.0,3,4.0,2.0,0,0,1,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,13.674404235916532
2263,72.0,3,6.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2264,29.0,2,,0.0,1,1,0,1,1,0,0,2,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2265,113.0,3,,3.0,0,1,0,1,0,1,1,8,1.0,0.0,0.0,1.0,0.0,18.781854189609117
2266,34.0,3,4.0,0.0,1,0,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2267,99.0,4,14.0,0.0,1,0,0,0,0,0,1,10,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2268,56.0,5,8.0,0.0,1,0,0,0,0,0,0,14,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2269,12.0,2,,0.0,1,1,0,1,1,1,0,4,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2270,50.0,5,,0.0,1,1,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2271,55.0,2,6.0,3.0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2272,384.0,3,,0.0,1,1,0,0,0,1,0,13,1.0,0.0,0.0,1.0,0.0,17.640442397803668
2273,46.0,3,4.0,0.0,1,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2274,143.0,3,,3.0,0,1,1,1,1,1,1,21,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2275,150.0,1,6.0,3.0,0,0,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,12.664127058271283
2276,46.0,3,6.0,3.0,0,0,1,1,0,0,0,7,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2277,75.0,2,,0.0,1,1,0,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,11.524548031698988
2278,103.0,1,10.0,0.0,1,0,0,1,0,0,0,12,0.0,0.0,0.0,1.0,0.0,8.300633551777777
2279,71.0,6,8.0,0.0,1,0,1,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2280,120.0,2,3.0,3.0,0,0,1,1,1,0,0,6,0.0,0.0,0.0,1.0,0.0,12.664127058271283
2281,167.0,5,8.0,3.0,0,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2282,63.0,3,,2.0,0,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,9.226974492834636
2283,50.0,3,6.0,2.0,0,0,1,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,17.640442397803668
2284,69.0,4,,3.0,0,1,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2285,38.0,5,,3.0,0,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,1.0,44.69026545333514
2286,21.0,3,4.0,0.0,1,0,1,0,0,0,0,5,0.0,0.0,0.0,0.0,1.0,18.473164499429945
2287,32.0,3,3.0,3.0,0,0,0,1,1,0,0,7,0.0,0.0,1.0,0.0,0.0,18.781854189609117
2288,50.0,4,12.0,0.0,1,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
2289,118.0,4,6.0,0.0,1,0,0,0,0,0,0,13,0.0,0.0,1.0,0.0,0.0,17.074597659317714
2290,111.0,4,,0.0,1,1,1,0,0,0,0,9,1.0,0.0,0.0,1.0,0.0,24.61294356994541
2291,88.0,4,12.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,8.300633551777777
2292,45.0,4,,0.0,1,1,0,0,1,0,0,9,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2293,50.0,3,,3.0,0,1,0,1,0,1,1,7,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2294,84.0,4,5.0,3.0,0,0,0,1,1,1,0,10,0.0,0.0,0.0,0.0,0.0,15.25688957809374
2295,76.0,4,5.0,2.0,0,0,1,0,0,0,0,26,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2296,62.0,5,5.0,0.0,1,0,1,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,44.69026545333514
2297,50.0,3,7.0,2.0,0,0,1,1,1,0,0,8,0.0,0.0,0.0,0.0,1.0,8.442832785570205
2298,36.0,5,,0.0,1,1,1,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,9.226974492834636
2299,99.0,4,6.0,0.0,1,0,0,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,17.074597659317714
2300,50.0,2,,2.0,0,1,1,0,1,0,0,5,1.0,0.0,0.0,1.0,0.0,13.674404235916532
2301,48.0,4,3.0,3.0,0,0,1,0,0,0,0,10,0.0,0.0,1.0,0.0,0.0,18.781854189609117
2302,116.0,3,5.0,0.0,1,0,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2303,103.0,2,8.0,0.0,1,0,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2304,67.0,3,6.0,0.0,1,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2305,61.0,5,3.0,0.0,1,0,1,0,0,0,0,10,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2306,80.0,5,10.0,0.0,1,0,0,1,0,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2307,78.0,2,8.0,3.0,0,0,0,1,1,1,0,6,0.0,0.0,1.0,0.0,0.0,13.674404235916532
2308,118.0,2,5.0,2.0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,11.524548031698988
2309,37.0,4,30.0,3.0,0,0,0,0,0,0,0,8,0.0,0.0,1.0,0.0,0.0,18.781854189609117
2310,95.0,5,20.0,0.0,1,0,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,24.61294356994541
2311,135.0,5,,0.0,1,1,0,1,0,0,0,35,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2312,90.0,4,,0.0,1,1,0,0,1,0,1,9,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2313,73.0,4,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2314,47.0,3,6.0,0.0,1,0,1,0,0,1,0,4,0.0,0.0,1.0,0.0,0.0,17.074597659317714
2315,15.0,2,,0.0,1,1,0,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,46.42285954678442
2316,57.0,5,6.0,0.0,1,0,0,1,0,0,0,13,0.0,0.0,1.0,0.0,0.0,22.79348057598528
2317,50.0,5,12.0,0.0,1,0,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,8.442832785570205
2318,49.0,2,3.0,3.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2319,93.0,2,,3.0,0,1,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2320,77.0,4,3.0,0.0,1,0,1,0,0,0,0,14,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2321,124.0,1,5.0,2.0,0,0,1,0,1,0,0,2,0.0,0.0,0.0,1.0,0.0,8.300633551777777
2322,98.0,2,10.0,0.0,1,0,0,0,1,1,0,4,0.0,0.0,0.0,1.0,0.0,8.300633551777777
2323,73.0,4,4.0,2.0,0,0,1,0,0,1,0,9,0.0,0.0,1.0,0.0,0.0,24.61294356994541
2324,32.0,2,5.0,3.0,0,0,1,0,1,0,1,4,0.0,0.0,0.0,1.0,0.0,9.226974492834636
2325,51.0,1,6.0,2.0,0,0,1,0,0,0,0,2,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2326,32.0,5,4.0,3.0,0,0,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2327,1.08,3,8.0,3.0,0,0,0,0,0,0,0,11,0.0,0.0,0.0,0.0,1.0,8.442832785570205
2328,246.0,4,,0.0,1,1,1,1,1,0,0,51,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2329,69.0,4,,3.0,0,1,1,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2330,527.0,2,,3.0,0,1,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,46.42285954678442
2331,47.0,4,3.0,3.0,0,0,1,1,0,1,1,6,0.0,0.0,0.0,0.0,1.0,17.074597659317714
2332,133.0,4,,3.0,0,1,0,0,1,0,0,16,1.0,0.0,0.0,1.0,0.0,17.074597659317714
2333,368.0,14,,3.0,0,1,0,0,0,0,0,14,0.0,0.0,0.0,1.0,0.0,46.42285954678442
2334,85.0,4,12.0,0.0,1,0,0,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2335,140.0,4,12.0,0.0,1,0,0,1,1,1,0,17,0.0,0.0,0.0,0.0,0.0,15.25688957809374
2336,100.0,3,10.0,3.0,0,0,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2337,68.0,5,8.0,2.0,0,0,1,1,1,0,0,10,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2338,170.0,3,,3.0,0,1,0,0,0,0,0,16,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2339,103.0,5,,3.0,0,1,1,0,0,0,0,40,0.0,0.0,0.0,0.0,1.0,46.42285954678442
2340,60.0,3,5.0,2.0,0,0,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,11.524548031698988
2341,71.0,2,6.0,3.0,0,0,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,24.61294356994541
2342,64.0,5,20.0,3.0,0,0,0,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2343,133.0,4,,0.0,1,1,0,0,0,0,0,16,0.0,0.0,0.0,0.0,1.0,17.074597659317714
2344,62.0,4,4.0,0.0,1,0,0,1,1,0,0,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2345,156.0,1,,0.0,1,1,0,0,1,0,0,5,0.0,0.0,0.0,1.0,0.0,8.300633551777777
2346,93.0,4,12.0,2.0,0,0,1,0,0,0,0,11,1.0,0.0,0.0,1.0,0.0,44.69026545333514
2347,66.0,2,6.0,0.0,1,0,0,0,1,0,0,4,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2348,86.0,2,,3.0,0,1,1,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2349,75.0,4,4.0,2.0,0,0,1,0,0,1,0,8,0.0,0.0,0.0,0.0,1.0,12.664127058271283
2350,52.0,5,6.0,2.0,0,0,1,1,1,1,0,11,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2351,195.0,2,,3.0,0,1,0,0,0,0,0,18,0.0,0.0,0.0,1.0,0.0,9.618653544659924
2352,50.0,4,,0.0,1,1,0,1,0,0,1,9,0.0,1.0,0.0,1.0,0.0,17.640442397803668
2353,48.0,5,,3.0,0,1,1,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,46.42285954678442
2354,59.0,5,4.0,3.0,0,0,0,0,1,0,0,7,0.0,0.0,0.0,1.0,0.0,9.226974492834636
2355,90.0,3,15.0,0.0,1,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2356,207.0,4,20.0,3.0,0,0,0,1,0,0,0,10,0.0,0.0,0.0,1.0,0.0,8.300633551777777
2357,146.0,2,,3.0,0,1,0,0,0,0,0,6,0.0,0.0,0.0,1.0,0.0,8.300633551777777
2358,144.0,5,,0.0,1,1,0,1,1,1,1,20,0.0,0.0,0.0,1.0,0.0,17.640442397803668
2359,61.0,4,8.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2360,104.0,2,4.0,2.0,0,0,1,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,24.61294356994541
2361,42.0,3,3.0,3.0,0,0,0,0,0,0,0,7,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2362,54.0,2,,0.0,1,1,0,1,1,1,1,4,0.0,0.0,0.0,1.0,0.0,11.23594537682606
2363,48.0,4,3.0,1.0,0,0,0,0,1,0,1,9,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2364,44.0,2,,0.0,1,1,0,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,8.442832785570205
2365,87.0,5,6.0,0.0,1,0,1,0,0,0,0,12,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2366,39.0,2,3.0,3.0,0,0,1,1,1,0,0,4,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2367,58.0,4,8.0,3.0,0,0,1,1,1,1,0,11,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2368,45.0,4,,0.0,1,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2369,62.0,4,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2370,97.0,3,8.0,2.0,0,0,1,1,1,0,1,8,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2371,60.0,4,6.0,0.0,1,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2372,55.0,4,,3.0,0,1,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,9.226974492834636
2373,115.0,5,30.0,0.0,1,0,0,0,0,0,0,13,0.0,0.0,1.0,0.0,0.0,12.664127058271283
2374,54.0,1,5.0,0.0,1,0,1,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2375,144.0,4,,3.0,0,1,0,0,0,0,0,20,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2376,47.0,2,5.0,2.0,0,0,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,15.25688957809374
2377,97.0,5,12.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2378,71.0,4,,3.0,0,1,1,0,0,0,0,15,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2379,75.0,3,,0.0,1,1,0,0,1,0,0,6,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2380,80.0,6,8.0,2.0,0,0,1,0,0,0,0,13,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2381,28.0,1,,0.0,1,1,1,0,0,0,0,3,0.0,0.0,0.0,1.0,0.0,18.781854189609117
2382,75.0,6,20.0,3.0,0,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,1.0,17.074597659317714
2383,62.0,4,8.0,3.0,0,0,1,0,1,0,0,7,1.0,0.0,0.0,1.0,0.0,8.442832785570205
2384,65.0,3,8.0,0.0,1,0,0,1,1,0,0,8,0.0,0.0,1.0,0.0,0.0,8.300633551777777
2385,143.0,3,6.0,3.0,0,0,1,0,0,0,0,17,0.0,0.0,0.0,0.0,1.0,18.781854189609117
2386,130.0,2,,3.0,0,1,0,0,0,0,0,11,0.0,0.0,1.0,0.0,0.0,15.25688957809374
2387,100.0,4,,0.0,1,1,0,0,0,0,0,8,0.0,0.0,0.0,0.0,1.0,11.23594537682606
2388,92.0,2,,2.0,0,1,1,0,0,0,0,5,0.0,0.0,0.0,1.0,0.0,8.442832785570205
2389,50.0,2,6.0,3.0,0,0,1,1,1,0,0,9,0.0,0.0,0.0,1.0,0.0,11.23594537682606
2390,44.0,4,,3.0,0,1,1,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,46.42285954678442
2391,282.0,1,8.0,0.0,1,0,0,0,0,0,0,22,0.0,0.0,0.0,1.0,0.0,17.640442397803668
2392,40.0,3,,0.0,1,1,0,0,1,0,0,6,0.0,0.0,0.0,1.0,0.0,11.524548031698988
2393,121.0,6,25.0,3.0,0,0,0,0,0,0,0,31,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2394,505.0,2,5.0,0.0,1,0,0,0,1,0,0,5,0.0,0.0,0.0,0.0,1.0,8.442832785570205
2395,18.0,3,,2.0,0,1,1,0,1,1,1,5,0.0,0.0,0.0,0.0,1.0,46.42285954678442
2396,38.0,3,3.0,0.0,1,0,1,1,0,0,0,6,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2397,34.0,3,,3.0,0,1,0,0,0,0,0,5,0.0,0.0,1.0,0.0,0.0,44.69026545333514
2398,77.0,3,10.0,2.0,0,0,1,1,1,1,0,8,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2399,27.0,4,12.0,3.0,0,0,0,0,0,0,0,7,0.0,0.0,1.0,0.0,0.0,9.635508099625392
2400,90.0,5,,0.0,1,1,0,0,0,0,0,18,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2401,47.0,2,6.0,0.0,1,0,0,0,1,0,1,5,0.0,0.0,1.0,0.0,0.0,11.23594537682606
2402,261.0,7,,3.0,0,1,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,17.640442397803668
2403,262.0,2,,3.0,0,1,0,0,0,0,0,9,0.0,0.0,1.0,0.0,0.0,17.074597659317714
2404,60.0,4,6.0,0.0,1,0,1,1,0,0,0,11,0.0,0.0,1.0,0.0,0.0,12.664127058271283
2405,35.0,4,,0.0,1,1,1,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2406,50.0,2,,0.0,1,1,0,0,0,0,0,4,0.0,0.0,1.0,0.0,0.0,8.442832785570205
2407,39.0,2,,0.0,1,1,1,0,0,0,0,4,0.0,0.0,0.0,1.0,0.0,11.524548031698988
2408,55.0,2,5.0,2.0,0,0,1,0,1,1,0,5,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2409,52.0,5,6.0,3.0,0,0,0,1,1,1,1,9,0.0,0.0,0.0,1.0,0.0,13.674404235916532
2410,78.0,4,6.0,2.0,0,0,1,0,0,0,1,10,0.0,0.0,0.0,1.0,0.0,11.23594537682606
2411,77.0,5,,0.0,1,1,0,0,0,0,0,12,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2412,60.0,2,,3.0,0,1,0,0,0,0,1,7,0.0,0.0,0.0,0.0,1.0,15.25688957809374
2413,90.0,4,16.0,3.0,0,0,0,0,0,0,1,16,0.0,0.0,1.0,0.0,0.0,11.524548031698988
2414,50.0,4,6.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,0.0,1.0,8.300633551777777
2415,88.0,3,,3.0,0,1,0,0,0,0,0,12,0.0,1.0,0.0,1.0,0.0,44.69026545333514
2416,56.0,4,,0.0,1,1,1,1,0,1,0,14,0.0,0.0,0.0,1.0,0.0,22.79348057598528
2417,100.0,3,12.0,3.0,0,0,0,0,0,0,1,8,0.0,0.0,0.0,1.0,0.0,9.635508099625392
2418,63.0,5,12.0,3.0,0,0,0,0,0,0,0,9,0.0,0.0,0.0,1.0,0.0,8.442832785570205
2419,80.0,4,8.0,0.0,1,0,0,0,1,0,0,11,0.0,0.0,0.0,0.0,1.0,8.442832785570205
2420,60.0,4,,2.0,0,1,1,0,0,0,0,8,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2421,70.0,2,,3.0,0,1,1,0,0,0,0,16,0.0,0.0,0.0,1.0,0.0,17.074597659317714
2422,66.0,3,3.0,3.0,0,0,0,1,0,0,0,11,0.0,0.0,0.0,0.0,1.0,11.524548031698988
2423,90.0,2,4.0,3.0,0,0,0,0,1,1,1,6,0.0,0.0,0.0,0.0,1.0,9.226974492834636
2424,54.0,6,30.0,3.0,0,0,1,1,1,1,0,13,0.0,0.0,0.0,0.0,1.0,18.473164499429945
2425,133.0,4,8.0,0.0,1,0,1,0,0,0,0,24,1.0,0.0,0.0,1.0,0.0,17.074597659317714
2426,90.0,3,,2.0,0,1,1,0,0,0,0,10,0.0,0.0,0.0,1.0,0.0,44.69026545333514
2427,82.0,2,2.0,3.0,0,0,0,0,1,0,0,3,0.0,0.0,0.0,1.0,0.0,15.25688957809374
